시도명,시군구명,대피소명,주소,수용가능인원수,면적(㎡),경도,위도,비고,내진적용여부,해변에서의거리(m),긴급대피장소,대피소분류명,해발높이
city_name,gun_name,shelter_name,address,accept_limit,size,longitude,latitude,note,earthquake_proof,beach_distance,emergency_shelter,classify_shelter_name,sea_height
강원도,강릉시,육군 1901부대 2대대,강원도 강릉시 연곡면 영진리 3,700,,128.8466150,37.8667470,,,,,,
강원도,강릉시,기마봉야산,강원도 강릉시 옥계면 금진리 92-1,2000,,129.0486530,37.6555920,,,,,,
강원도,강릉시,한국여성수련원,강원도 강릉시 옥계면 금진솔밭길 148-19,6300,,129.0457760,37.6298450,,,,,,
강원도,강릉시,옥계역,강원도 강릉시 옥계면 동해대로 291-14,70,,129.0498360,37.6166580,,,,,,
강원도,강릉시,주문진성당,강원도 강릉시 옥계면 교향안길 51,300,,128.8233880,37.8940650,,,,,,
강원도,강릉시,주영초등학교,강원도 강릉시 주문진읍 약수동길 15-12,320,,128.8260150,37.8980030,,,,,,
강원도,강릉시,우일아파트 야산,강원도 강릉시 주문진읍 주문리 736-1,880,,128.8253700,37.9043080,,,,,,
강원도,강릉시,소돌휴게소,강원도 강릉시 주문진읍 주문북로 228,470,,128.8160110,37.9109460,,,,,,
강원도,강릉시,주문진감리교회,강원도 강릉시 주문진읍 항구로43,500,,128.8263780,37.8939470,,,,,,
강원도,강릉시,강릉고등학교,강원도 강릉시 초당동 강릉대로 587번길 68,8600,,128.9160000,37.7889670,,,,,,
강원도,강릉시,강릉교회,강원도 강릉시 초당동 해안로 333,3600,,128.9162440,37.7933300,,,,,,
강원도,고성군,동호리뒷산 고지대,강원도 고성군 간성읍 동호리 산10-3,500,,128.4762910,38.3919630,,,,,,
강원도,고성군,거진성황당 고지대,강원도 고성군 거진읍 거진리 10-6,500,,128.4636870,38.4513790,,,,,,
강원도,고성군,거성초등학교 고지대,강원도 고성군 거진읍 거진리 180,1500,,128.4579580,38.4522470,,,,,,
강원도,고성군,거진정보공업고등학교 고지대,강원도 고성군 거진읍 거진리 432,1500,,128.4498720,38.4403770,,,,,,
강원도,고성군,반암초소 고지대,강원도 고성군 거진읍 반암리 53-1,200,,128.4613190,38.4241760,,,,,,
강원도,고성군,반암리뒷산 고지대,강원도 고성군 거진읍 반암리 73,500,,128.4590000,38.4230000,,,,,,
강원도,고성군,거진중학교,강원도 고성군 거진읍 봉평리 31-1,1500,,128.4483630,38.4467450,,,,,,
강원도,고성군,가진교회 고지대,강원도 고성군 죽왕면 가진리 123-3,200,,128.5079130,38.3725350,,,,,,
강원도,고성군,가진리뒷산 고지대,강원도 고성군 죽왕면 가진리 산16,300,,128.5108730,38.3680650,,,,,,
강원도,고성군,공현진초등학교 고지대,강원도 고성군 죽왕면 공현진리 334,700,,128.5074810,38.3539270,,,,,,
강원도,고성군,공현진교회 고지대,강원도 고성군 죽왕면 공현진리 85,50,,128.5093540,38.3553240,,,,,,
강원도,고성군,문암진리앞산 고지대,강원도 고성군 죽왕면 문암진리 95-2,300,,128.5430320,38.2998520,,,,,,
강원도,고성군,문암군부대앞산 고지대,강원도 고성군 죽왕면 문암진리 산1-8,450,,128.5488440,38.3037350,,,,,,
강원도,고성군,오호초등학교뒷산 고지대,강원도 고성군 죽왕면 삼포리 215-5,200,,128.5305810,38.3135380,,,,,,
강원도,고성군,삼포마을뒷산 고지대,강원도 고성군 죽왕면 삼포리 산55-1,150,,128.5294090,38.3150380,,,,,,
강원도,고성군,송지호오토캠핑장뒷산 고지대,강원도 고성군 죽왕면 오봉리 12-2,200,,128.5116040,38.3418280,,,,,,
강원도,고성군,오호교회 고지대,강원도 고성군 죽왕면 오호리 170,150,,128.5253890,38.3289990,,,,,,
강원도,고성군,죽왕초등학교뒷산 고지대,강원도 고성군 죽왕면 오호리 산39-1,150,,128.5211810,38.3298860,,,,,,
강원도,고성군,천학정야산 고지대,강원도 고성군 토성면 교암리 177-6,200,,128.5476170,38.2883870,,,,,,
강원도,고성군,동광초등학교 고지대,강원도 고성군 토성면 교암리 86,500,,128.5443880,38.2885450,,,,,,
강원도,고성군,백촌복지회관,강원도 고성군 토성면 백촌리 123,50,,128.5404920,38.2919550,,,,,,
강원도,고성군,속초기상대 고지대,강원도 고성군 토성면 봉포리 111-3,150,,128.5645360,38.2506860,,,,,,
강원도,고성군,경동대학교 고지대,강원도 고성군 토성면 봉포리 306-3,2000,,128.5569530,38.2509560,,,,,,
강원도,고성군,아야진초등학교 고지대,강원도 고성군 토성면 아야진리 20,1600,,128.5551880,38.2732830,,,,,,
강원도,고성군,아야진침례교회 고지대,강원도 고성군 토성면 아야진리 41,150,,128.5552170,38.2722130,,,,,,
경북,포항시,영암분교,경상북도 포항시 장기면 영암리 344-2,89,,129.5253880,35.9098560,,,,,,
경북,포항시,청림초등학교,경상북도 포항시 청림동 917-3,500,,129.4050410,35.9966620,,,,,,
경북,포항시,청진1리 GS주유소앞 도로,경상북도 포항시 청하면 청진리 78,70,,129.3904740,36.1790410,,,,,,
경북,포항시,방어뒷들앞,경상북도 포항시 청하면 방어리 122,200,,129.3817230,36.2121110,,,,,,
경북,포항시,월포백번횟집앞,경상북도 포항시 청하면 방어리 산19,200,,129.3763300,36.2087590,,,,,,
경북,포항시,오션뷰 펜션앞 도로,경상북도 포항시 청하면 용두리 49-2,160,,129.3698410,36.1945730,,,,,,
경북,포항시,월포초교 뒷뜰앞,경상북도 포항시 청하면 월포리,506,,129.3640560,36.2041870,,,,,,
경북,포항시,이가힐펜션 앞,경상북도 포항시 청하면 이가리 555-4,120,,129.3837890,36.1844930,,,,,,
경북,포항시,이가리 산23-1 일원,경상북도 포항시 청하면 이가리 산23-1,200,,129.3819720,36.1853910,,,,,,
경북,포항시,선정마을입구앞 도로,경상북도 포항시 청하면 청진리 309,80,,129.3929210,36.1745660,,,,,,
경북,포항시,스타팜펜션앞 도로,경상북도 포항시 청하면 청진리 413,50,,129.3961010,36.1705380,,,,,,
경북,포항시,포항고등학교,경상북도 포항시 학산동 288,500,,129.3721010,36.0566750,,,,,,
경북,포항시,학산5어린이공원,경상북도 포항시 항구동 345,100,,129.3756140,36.0570160,,,,,,
경북,포항시,오륙도 주유소 앞도로,경상북도 포항시 호미곶면 강사리 212-1,64,,129.5780000,36.0360780,,,,,,
경북,포항시,강사교회 앞도로,경상북도 포항시 호미곶면 강사리 424-2,11,,129.5772210,36.0470360,,,,,,
경북,포항시,해송모텔 주변도로,경상북도 포항시 호미곶면 강사리 756-5,15,,129.5762310,36.0551700,,,,,,
경북,포항시,대보초등학교,경상북도 포항시 호미곶면 구만리 123,500,,129.5572060,36.0782310,,,,,,
경북,포항시,구만리 389-1 주변,경상북도 포항시 호미곶면 구만리 389-1 ,185,,129.5509760,36.0813650,,,,,,
경북,포항시,호미곶면사무소,경상북도 포항시 호미곶면 구만리 47-6,40,,129.5557060,36.0807240,,,,,,
경북,포항시,대동배1리마을뒷산,경상북도 포항시 호미곶면 대동배리 359,77,,129.5345100,36.0581250,,,,,,
경북,포항시,대동배1리보건진료소앞,경상북도 포항시 호미곶면 대동배리 420-2,80,,129.5312670,36.0556700,,,,,,
경북,포항시,대동배2리버스승강장앞,경상북도 포항시 호미곶면 대동배리 48-2,50,,129.5407320,36.0648720,,,,,,
경북,포항시,대동배2리마을뒤,경상북도 포항시 호미곶면 대동배리 산26-6,70,,129.5377450,36.0657140,,,,,,
경북,포항시,대천수산입구도로,경상북도 포항시 호미곶면 대보리 15-9,53,,129.5702010,36.0651880,,,,,,
경북,포항시,해맞이광장입구 버스승강장,경상북도 포항시 호미곶면 대보리 294-2,50,,129.5650050,36.0765830,,,,,,
경북,포항시,포항해양과학고앞,경상북도 포항시 환호동 2-8,200,,129.4062980,36.0738320,,,,,,
경북,포항시,환호동해맞이공원,경상북도 포항시 환호동 323-3,570,,129.3950770,36.0680240,,,,,,
경북,포항시,환호 여중앞,경상북도 포항시 환호동 69,370,,129.4004850,36.0711490,,,,,,
경북,포항시,죽천마을입구 앞 도로주변,경상북도 포항시 흥해읍 죽천리 146-2,80,,129.4175990,36.0910300,,,,,,
경북,포항시,곡강3리 마을뒷편 공터,경상북도 포항시 흥해읍 곡강리 산 87,20,,129.3987390,36.1274620,,,,,,
경북,포항시,작은펜션앞 도로,경상북도 포항시 흥해읍 오도리 246-3,40,,129.3963210,36.1577910,,,,,,
경북,포항시,오도해수욕장 입구,경상북도 포항시 흥해읍 오도리 359-3,48,,129.3983910,36.1541130,,,,,,
경북,포항시,사랑의유람선앞 도로,경상북도 포항시 흥해읍 오도리 74-7,40,,129.3979130,36.1636400,,,,,,
경북,포항시,용한1리 마을입구 도로,경상북도 포항시 흥해읍 용한리 산 41-1,21,,129.4266150,36.1100060,,,,,,
경북,포항시,죽천초등학교 앞,경상북도 포항시 흥해읍 우목리 105,200,,129.4276230,36.0974510,,,,,,
경북,포항시,해뜨는집앞 도로,경상북도 포항시 흥해읍 죽천리 173-16,90,,129.4175730,36.0885870,,,,,,
경북,포항시,칠포2주유소앞 도로,경상북도 포항시 흥해읍 칠포리 265-1,34,,129.3925220,36.1408490,,,,,,
경북,포항시,칠포1리 고지대,경상북도 포항시 흥해읍 칠포리 54-4,70,,129.3969120,36.1453600,,,,,,
경북,포항시,칠포해수욕장위부대앞,경상북도 포항시 흥해읍 칠포리 산109-10,8,,129.3965620,36.1324040,,,,,,
경북,울진군,선재빌라옥상,경상북도 울진군 후포면 후포리 605-6,200,,129.4539900,36.6818000,,,,,,
경북,울진군,후포교회,경상북도 울진군 후포면 후포리 623-29,300,,129.4522480,36.6805960,,,,,,
경북,울진군,후포동부초등학교,경상북도 울진군 후포면 후포리 78,500,,129.4619370,36.6867450,,,,,,
경북,울진군,등대산 고지대,경상북도 울진군 후포면 후포리 산140,400,,129.4629700,36.6840540,,,,,,
경북,울진군,전망대,경상북도 울진군 후포면 후포리 산141-13,200,,129.4647160,36.6802950,,,,,,
경북,포항시,해운사 앞,경상북도 포항시 구룡포읍 구룡포리 13-8,270,,129.5653160,35.9978370,,,,,,
경북,포항시,구룡포초등학교 구동분교 앞,경상북도 포항시 구룡포읍 구룡포리 199-47,400,,129.5658770,35.9913270,,,,,,
경북,포항시,충혼탑 앞,경상북도 포항시 구룡포읍 구룡포리 382-7,400,,129.5605650,35.9916170,,,,,,
경북,포항시,호미로 395 도로,경상북도 포항시 구룡포읍 구룡포리 970-3,200,,129.5461480,35.9851600,,,,,,
경북,포항시,구평리 115-3 도로,경상북도 포항시 구룡포읍 구평리 115-3,50,,129.5336470,35.9445930,,,,,,
경북,포항시,포항과학기술고등학교,경상북도 포항시 구룡포읍 병포리 139-1,400,,129.5506910,35.9827070,,,,,,
경북,포항시,MGM 그랜드모텔 앞,경상북도 포항시 구룡포읍 삼정리 489-2,80,,129.5683970,35.9998500,,,,,,
경북,포항시,포스코수련원 앞도로,경상북도 포항시 구룡포읍 삼정리 95-3,130,,129.5766500,36.0094900,,,,,,
경북,포항시,해성수산입구도로,경상북도 포항시 구룡포읍 석병리 20-1,50,,129.5784910,36.0314190,,,,,,
경북,포항시,구룡포청소년회관,경상북도 포항시 구룡포읍 석병리 251,179,,129.5740920,36.0293120,,,,,,
경북,포항시,석병교회,경상북도 포항시 구룡포읍 석병리 640-2,60,,129.5779090,36.0211900,,,,,,
경북,포항시,장길리교회,경상북도 포항시 구룡포읍 장길리 109-3,50,,129.5453830,35.9548100,,,,,,
경북,포항시,하정축양장 앞도로,경상북도 포항시 구룡포읍 하정리 119-9,30,,129.5524250,35.9704810,,,,,,
경북,포항시,하정리 269번지 도로,경상북도 포항시 구룡포읍 하정리 269,30,,129.5467450,35.9656150,,,,,,
경북,포항시,경북대수련원 앞도로,경상북도 포항시 구룡포읍 하정리 31-3,330,,129.5508450,35.9756650,,,,,,
경북,포항시,포항시립아트홀,경상북도 포항시 덕산동 129-1,200,,129.3653180,36.0408940,,,,,,
경북,포항시,동해초등학교,경상북도 포항시 동해면 도구리 670,267,,129.4410910,35.9879580,,,,,,
경북,포항시,마산리 버스승강장 앞 도로,경상북도 포항시 동해면 마산리 247-2,50,,129.4868700,36.0154260,,,,,,
경북,포항시,마산리 마을 뒤 도로,경상북도 포항시 동해면 마산리 69-1,55,,129.4894710,36.0154840,,,,,,
경북,포항시,발산2리 마을뒤 도로,경상북도 포항시 동해면 발산리 116-2,30,,129.5192460,36.0451840,,,,,,
경북,포항시,발산교회,경상북도 포항시 동해면 발산리 376-1,31,,129.5080060,36.0334450,,,,,,
경북,포항시,청룡회관 일대,경상북도 포항시 동해면 임곡리 309-3,41,,129.4610640,36.0003860,,,,,,
경북,포항시,임곡1리 버스승강장 앞,경상북도 포항시 동해면 임곡리 543-8,40,,129.4575970,35.9942800,,,,,,
경북,포항시,입암2리마을회관 앞 도로주변,경상북도 포항시 동해면 입암리 424-3,20,,129.4772480,36.0133010,,,,,,
경북,포항시,옛네식당 옆 도로주변,경상북도 포항시 동해면 입암리 666-2,21,,129.4672170,36.0074060,,,,,,
경북,포항시,흥환주유소 옆 도로,경상북도 포항시 동해면 흥환리 442-4,30,,129.5068620,36.0243650,,,,,,
경북,포항시,두호1어린이공원,경상북도 포항시 두호동 1092,100,,129.3822820,36.0642830,,,,,,
경북,포항시,송도초등학교,경상북도 포항시 송도동 311-285,500,,129.3797920,36.0336300,,,,,,
경북,포항시,화진휴게소 주변,경상북도 포항시 송라면 지경리 331-5,140,,129.3719330,36.2543050,,,,,,
경북,포항시,1박2일펜션 앞,경상북도 포항시 송라면 방석리 104,280,,129.3812170,36.2342670,,,,,,
경북,포항시,조사리버스승강장 앞,경상북도 포항시 송라면 조사리 71-12,293,,129.3845500,36.2225960,,,,,,
경북,포항시,지경검문소 주변,경상북도 포항시 송라면 지경리 199-2,130,,129.3744000,36.2627400,,,,,,
경북,포항시,화진교 옆 국도일대,경상북도 포항시 송라면 지경리 412-1,50,,129.3701450,36.2501850,,,,,,
경북,포항시,화진2리모텔앞 주변,경상북도 포항시 송라면 화진리 185-3,210,,129.3816790,36.2395370,,,,,,
경북,포항시,오션힐골프장 주변,경상북도 포항시 송라면 화진리 261-1,208,,129.3824240,36.2365460,,,,,,
경북,포항시,해안로511번길,경상북도 포항시 여남동 97,150,,129.4131460,36.0734890,,,,,,
경북,포항시,해병대 북문 주변,경상북도 포항시 일월동 675-1,150,,129.4147940,35.9941990,,,,,,
경북,포항시,등대회식당 버스승강장,경상북도 포항시 장기면 계원리 26-3,179,,129.5305060,35.8674640,,,,,,
경북,포항시,계원주유소 앞 도로,경상북도 포항시 장기면 계원리 324,97,,129.5253440,35.8613560,,,,,,
경북,포항시,대진주유소 앞 도로,경상북도 포항시 장기면 대진리 87-3,401,,129.5173450,35.9230540,,,,,,
경북,포항시,두원리 버스승강장앞,경상북도 포항시 장기면 두원리 523-15,70,,129.5158340,35.8435540,,,,,,
경북,포항시,두원주유소 앞 도로,경상북도 포항시 장기면 두원리 57-1,82,,129.5181200,35.8489300,,,,,,
경북,포항시,모포초등학교,경상북도 포항시 장기면 모포리 94-2,350,,129.5234330,35.9343460,,,,,,
경북,포항시,신창리 400-1앞 도로주변,경상북도 포항시 장기면 신창리 400-1,265,,129.5269940,35.8841450,,,,,,
경북,포항시,신창리 산405-7 국도,경상북도 포항시 장기면 신창리 479-4,58,,129.5266750,35.8852620,,,,,,
경북,포항시,신창리 산15-1 국도,경상북도 포항시 장기면 신창리 산13-1,50,,129.5250930,35.9005790,,,,,,
경북,포항시,양포초등학교,경상북도 포항시 장기면 양포리 487-18,265,,129.5131610,35.8762260,,,,,,
경북,포항시,영암리 버스승강장 도로,경상북도 포항시 장기면 영암리 101-2,89,,129.5259540,35.9039520,,,,,,
경북,울진군,밭,경상북도 울진군 죽변면 봉평리 579,50,,129.4102850,37.0474480,,,,,,
경북,울진군,묘터,경상북도 울진군 죽변면 봉평리 산71-3,100,,129.4073940,37.0437510,,,,,,
경북,울진군,묘터,경상북도 울진군 죽변면 봉평리 산76,100,,129.4119660,37.0421780,,,,,,
경북,울진군,죽변초등학교,경상북도 울진군 죽변면 죽변리 1,450,,129.4279380,37.0577320,,,,,,
경북,울진군,죽변중고등학교,경상북도 울진군 죽변면 죽변리 215,500,,129.4208470,37.0649000,,,,,,
경북,울진군, 죽변면민회관,경상북도 울진군 죽변면 죽변리 418-114,840,,129.4194590,37.0593030,,,,,,
경북,울진군,정자(공터),경상북도 울진군 죽변면 죽변리 418-82,100,,129.4182710,37.0599830,,,,,,
경북,울진군,동도빌라,경상북도 울진군 죽변면 죽변리 418-82,500,,129.4182710,37.0599830,,,,,,
경북,울진군,정구장,경상북도 울진군 죽변면 죽변리 57-14,780,,129.4227090,37.0612690,장흥초등학교(폐교),,,,,
경북,울진군,공터,경상북도 울진군 죽변면 후정리 301-1,100,,129.4166750,37.0572920,,,,,,
경북,울진군,가정집앞 공터,경상북도 울진군 죽변면 후정리 315-1,100,,129.4149020,37.0575220,,,,,,
경북,울진군,죽변119안전센터,경상북도 울진군 죽변면 후정리 381-6,500,,129.4125990,37.0549320,,,,,,
경북,울진군,거일평화교회,경상북도 울진군 평해읍 거일리 156,500,,129.4731680,36.7051680,,,,,,
경북,울진군,마을뒷산 고지대,경상북도 울진군 평해읍 거일리 192,200,,129.4740090,36.7035000,,,,,,
경북,울진군,파도향기펜션,경상북도 울진군 평해읍 거일리 61,300,,129.4725850,36.7115620,,,,,,
경북,울진군,마을뒷산 고지대,경상북도 울진군 평해읍 거일리 83-1,200,,129.4734100,36.7096530,태하초등학교 학포분교(폐교),,,,,
경북,울진군,마을뒷산 고지대,경상북도 울진군 평해읍 거일리 산153-1,100,,129.4748330,36.7012890,,,,,,
경북,울진군,마을뒷산 고지대,경상북도 울진군 평해읍 거일리 산159,300,,129.4736670,36.6987000,,,,,,
경북,울진군,마을뒷산 고지대,경상북도 울진군 평해읍 거일리 산29,300,,129.4711070,36.7141770,천부초등학교 현포분교,,,,,
경북,울진군,포항공대 평해연수원 뒷산,경상북도 울진군 평해읍 거일리 산63,200,,129.4689050,36.7079090,,,,,,
경북,울진군,월송초등학교,경상북도 울진군 평해읍 월송리 1007,100,,129.4592020,36.7361060,,,,,,
경북,울진군,월송2리 마을뒷산,경상북도 울진군 평해읍 월송리 산18,100,,129.4572840,36.7406720,,,,,,
경북,울진군,마을뒷산 고지대,경상북도 울진군 평해읍 월송리 산22-6,100,,129.4591020,36.7394380,,,,,,
경북,울진군,마을뒷산 고지대,경상북도 울진군 평해읍 직산리 28-2,200,,129.4749910,36.7329860,,,,,,
경북,울진군,농협창고 뒷산,경상북도 울진군 평해읍 직산리 283,200,,129.4688320,36.7190350,,,,,,
경북,울진군,직산보건소 뒷산,경상북도 울진군 평해읍 직산리 317,200,,129.4694380,36.7214760,,,,,,
경북,울진군,평해콘도옆 고지대,경상북도 울진군 평해읍 직산리 산1,200,,129.4750660,36.7322340,,,,,,
경북,울진군,직산2리 마을회관 뒷산,경상북도 울진군 평해읍 직산리 산42,200,,129.4704340,36.7234880,,,,,,
경북,울진군,마을뒤고지대,경상북도 울진군 후포면 금음리 113-1,300,,129.4312930,36.6678620,,,,,,
경북,울진군,마을뒤공터,경상북도 울진군 후포면 금음리 114-6,200,,129.4293790,36.6670290,,,,,,
경북,울진군,그린모텔옥상,경상북도 울진군 후포면 금음리 193-1,200,,129.4331990,36.6662950,,,,,,
경북,울진군,국도옆 산마루측구,경상북도 울진군 후포면 금음리 259,300,,129.4310850,36.6606770,,,,,,
경북,울진군,마을뒤 고지대,경상북도 울진군 후포면 금음리 394-2,300,,129.4224060,36.6449260,,,,,,
경북,울진군,수협후포어업무선송신소,경상북도 울진군 후포면 금음리 67,300,,129.4347730,36.6691390,,,,,,
경북,울진군,코리아모텔뒷산,경상북도 울진군 후포면 금음리 산155,500,,129.4284890,36.6636020,,,,,,
경북,울진군,반소골길,경상북도 울진군 후포면 금음리 산295,300,,129.4297260,36.6599770,,,,,,
경북,울진군,신축아파트옥상,경상북도 울진군 후포면 삼율리 176-8,500,,129.4403920,36.6746740,,,,,,
경북,울진군,보성장여관옥상,경상북도 울진군 후포면 삼율리 247,200,,129.4404520,36.6762800,,,,,,
경북,울진군,공영하이츠옥상,경상북도 울진군 후포면 삼율리 258,500,,129.4389870,36.6774960,,,,,,
경북,울진군,허심장모텔옥상,경상북도 울진군 후포면 삼율리 276-2,200,,129.4407880,36.6782910,,,,,,
경북,울진군,삼영아파트옥상,경상북도 울진군 후포면 삼율리 280,400,,129.4423610,36.6770980,,,,,,
경북,울진군,마을뒷산 고지대,경상북도 울진군 후포면 삼율리 322,400,,129.4415260,36.6806870,,,,,,
경북,울진군,마을뒤고지대,경상북도 울진군 후포면 삼율리 432,500,,129.4390040,36.6815640,,,,,,
경북,울진군,정우맨션옥상,경상북도 울진군 후포면 삼율리 53-1,300,,129.4436900,36.6812010,,,,,,
경북,울진군,남울진 청년회의소,경상북도 울진군 후포면 삼율리 769,300,,129.4356700,36.6775670,,,,,,
경북,울진군,공장부지,경상북도 울진군 후포면 삼율리 산1,500,,129.4451440,36.6874800,,,,,,
경북,울진군,우성플러스빌옥상,경상북도 울진군 후포면 후포리 1002-6,300,,129.4440000,36.6810000,,,,,,
경북,울진군,평해광원사원 APT,경상북도 울진군 후포면 후포리 27-2,200,,129.4655170,36.6889960,,,,,,
경북,울진군,후포2리 뒷산,경상북도 울진군 후포면 후포리 289-78,400,,129.4572530,36.6840890,,,,,,
경북,울진군,후포2리 마을고지대,경상북도 울진군 후포면 후포리 361-1,100,,129.4587020,36.6837820,,,,,,
경북,울진군,마을뒷산 고지대,경상북도 울진군 후포면 후포리 37,200,,129.4643190,36.6884840,,,,,,
경북,울진군,후포1리 마을고지대,경상북도 울진군 후포면 후포리 447-1,300,,129.4598590,36.6847160,,,,,,
경북,울진군,후포등기산공원 ,경상북도 울진군 후포면 후포리 581,800,,129.4613610,36.6821300,,,,,,
경북,울진군,용마맨션옥상,경상북도 울진군 후포면 후포리 581-5,300,,129.4608530,36.6816360,,,,,,
경북,울진군, 비치모텔 뒤 공터,경상북도 울진군 기성면 구산리 418-1,300,,129.4642920,36.7551350,,,,,,
경북,울진군,침례교회 뒷산,경상북도 울진군 기성면 구산리 48-2,300,,129.4713690,36.7626890,,,,,,
경북,울진군,마을뒤 고지대 밭,경상북도 울진군 기성면 구산리 83,300,,129.4740060,36.7633730,,,,,,
경북,울진군,기성초등학교,경상북도 울진군 기성면 기성리 194,500,,129.4581230,36.8011860,,,,,,
경북,울진군,비행훈련원 기숙사,경상북도 울진군 기성면 기성리 410,1000,,129.4577330,36.7982300,,,,,,
경북,울진군,기성리 뒷산 배수지,경상북도 울진군 기성면 기성리 산1-2,300,,129.4564370,36.8046440,,,,,,
경북,울진군,삼성모텔 옥상,경상북도 울진군 기성면 망양1리 400-2,200,,129.4376910,36.8383520,,,,,,
경북,울진군,망양정 옛터,경상북도 울진군 기성면 망양리 413-4,300,,129.4279010,36.8494530,,,,,,
경북,울진군,늘푸른민박,경상북도 울진군 기성면 망양리 493-2,200,,129.4253690,36.8550250,,,,,,
경북,울진군,마을뒷산 고지대,경상북도 울진군 기성면 망양리 515-1,500,,129.4231920,36.8523990,,,,,,
경북,울진군,마을뒷산 묘지,경상북도 울진군 기성면 봉산리 115-2,300,,129.4744660,36.7705670,,,,,,
경북,울진군,봉산1리 마을회관 뒷 밭,경상북도 울진군 기성면 봉산리 277,150,,129.4689050,36.7785880,,,,,,
경북,울진군,봉산1리 개인주택,경상북도 울진군 기성면 봉산리 322,300,,129.4659400,36.7815330,,,,,,
경북,울진군,봉산2리 마을회관 뒤 밭,경상북도 울진군 기성면 봉산리 72,200,,129.4757310,36.7692430,,,,,,
경북,울진군,공항교차로 공터,경상북도 울진군 기성면 봉산리 산1-11,1000,,129.4598230,36.7882040,,,,,,
경북,울진군,봉산2리 개인주택,경상북도 울진군 기성면 봉산리 산60,500,,129.4741640,36.7717510,,,,,,
경북,울진군,마을뒤 고지대,경상북도 울진군 기성면 사동리 169,300,,129.4465010,36.8230470,,,,,,
경북,울진군,사동2리 마을뒷산,경상북도 울진군 기성면 사동리 275,100,,129.4438680,36.8284880,,,,,,
경북,울진군,마을뒤 도로,경상북도 울진군 기성면 사동리 308-1,300,,129.4453920,36.8289110,,,,,,
경북,울진군,사동초등학교,경상북도 울진군 기성면 사동리 455,500,,129.4378680,36.8296640,,,,,,
경북,울진군,사동3리 마을뒷산,경상북도 울진군 기성면 사동리 산75-1,100,,129.4444870,36.8252360,,,,,,
경북,울진군,덕신리교회 옥상,경상북도 울진군 매화면 덕신리 479-2,300,,129.4129040,36.8859950,,,,,,
경북,울진군,덕신휴게소 뒷산,경상북도 울진군 매화면 덕신리 산231-1,200,,129.4150620,36.8795820,,,,,,
경북,울진군,개인주택,경상북도 울진군 매화면 오산리 106-3,300,,129.4187830,36.8968660,,,,,,
경북,울진군,오산항등대,경상북도 울진군 매화면 오산리 238-1,200,,129.4184100,36.8944380,,,,,,
경북,울진군,마을뒤 고지대,경상북도 울진군 매화면 오산리 250-4,500,,129.4165130,36.8938710,,,,,,
경북,울진군,장미반점 뒷산,경상북도 울진군 매화면 오산리 273-1,500,,129.4154290,36.8930790,,,,,,
경북,울진군,마을뒤 고지대,경상북도 울진군 매화면 오산리 642,200,,129.4140620,36.9089260,,,,,,
경북,울진군,해양레포츠센타,경상북도 울진군 매화면 오산리 931,200,,129.4125650,36.8903370,,,,,,
경북,울진군,오산3리 뒷산,경상북도 울진군 매화면 오산리 산196,200,,129.4123490,36.9042760,,,,,,
경북,울진군,ASP도로,경상북도 울진군 북면 나곡리 1132,150,,129.3607890,37.1442440,,,,,,
경북,울진군,마을뒷산,경상북도 울진군 북면 나곡리 1150-1,50,,129.3615490,37.1448050,,,,,,
경북,울진군,석호마을 APT,경상북도 울진군 북면 나곡리 62-1,100,,129.3735810,37.1142530,고포하늘휴게실(폐업),,,,,
경북,울진군,힐파크장,경상북도 울진군 북면 나곡리 686-1,100,,129.3707220,37.1247350,,,,,,
경북,울진군,도로,경상북도 울진군 북면 나곡리 719,100,,129.3680280,37.1252140,,,,,,
경북,울진군,한수원 APT,경상북도 울진군 북면 나곡리 97,300,,129.3719750,37.1113920,,,,,,
경북,울진군,밭,경상북도 울진군 북면 부구리 159-9,50,,129.3727710,37.1035890,,,,,,
경북,울진군,밭,경상북도 울진군 북면 부구리 211-12,50,,129.3749610,37.1055880,,,,,,
경북,울진군,공터,경상북도 울진군 북면 부구리 243,50,,129.3705290,37.1052700,,,,,,
경북,울진군,밭,경상북도 울진군 북면 부구리 288-27,100,,129.3705270,37.1015910,,,,,,
경북,울진군,밭,경상북도 울진군 북면 부구리 326,100,,129.3674890,37.1047320,,,,,,
경북,울진군,도로(국도7호선),경상북도 울진군 북면 부구리 551-3,100,,129.3608070,37.1021050,,,,,,
경북,울진군,도로,경상북도 울진군 북면 부구리 662,100,,129.3660100,37.1030250,,,,,,
경북,울진군,도로,경상북도 울진군 북면 부구리 산27,100,,129.3573820,37.1017520,,,,,,
경북,울진군,대동빌라,경상북도 울진군 울진읍 연지리 138-1,180,,129.4143350,36.9916630,,,,,,
경북,울진군,연지1리 마을회관,경상북도 울진군 울진읍 연지리 203-6,200,,129.4153900,36.9914900,,,,,,
경북,울진군,도로,경상북도 울진군 울진읍 연지리 402,100,,129.4161380,37.0013520,,,,,,
경북,울진군,도로,경상북도 울진군 울진읍 연지리 495-3,110,,129.4164000,37.0049320,,,,,,
경북,울진군,교원사택,경상북도 울진군 울진읍 온양리 192,70,,129.4089070,37.0249070,,,,,,
경북,울진군,모텔아리아,경상북도 울진군 울진읍 온양리 306-13,100,,129.4122220,37.0159000,,,,,,
